jurisdiction,week,first_dose,second_dose,vaccine
Guam,02/08/2021,0,0,pfizer
Hawaii,02/08/2021,9750,9750,pfizer
Idaho,02/08/2021,10725,10725,pfizer
Illinois,02/08/2021,63375,63375,pfizer
Indiana,02/08/2021,40950,40950,pfizer
Iowa,02/08/2021,19500,19500,pfizer
Kansas,02/08/2021,18525,18525,pfizer
Kentucky,02/08/2021,28275,28275,pfizer
Louisiana,02/08/2021,29250,29250,pfizer
Maine,02/08/2021,8775,8775,pfizer
Mariana Islands,02/08/2021,0,0,pfizer
Marshall Islands,02/08/2021,0,0,pfizer
Maryland,02/08/2021,38025,38025,pfizer
Massachusetts,02/08/2021,43875,43875,pfizer
Michigan,02/08/2021,62400,62400,pfizer
Micronesia,02/08/2021,0,0,pfizer
Minnesota,02/08/2021,34125,34125,pfizer
Mississippi,02/08/2021,18525,18525,pfizer
Missouri,02/08/2021,38025,38025,pfizer
Montana,02/08/2021,6825,6825,pfizer
Nebraska,02/08/2021,11700,11700,pfizer
Nevada,02/08/2021,18525,18525,pfizer
New Hampshire,02/08/2021,8775,8775,pfizer
New Jersey,02/08/2021,55575,55575,pfizer
New Mexico,02/08/2021,13650,13650,pfizer
New York,02/08/2021,71175,71175,pfizer
New York City,02/08/2021,53625,53625,pfizer
North Carolina,02/08/2021,63375,63375,pfizer
North Dakota,02/08/2021,4875,4875,pfizer
Ohio,02/08/2021,73125,73125,pfizer
Oklahoma,02/08/2021,24375,24375,pfizer
Oregon,02/08/2021,26325,26325,pfizer
Palau,02/08/2021,0,0,pfizer
Pennsylvania,02/08/2021,71175,71175,pfizer
Philadelphia,02/08/2021,10725,10725,pfizer
Puerto Rico,02/08/2021,22425,22425,pfizer
Rhode Island,02/08/2021,6825,6825,pfizer
South Carolina,02/08/2021,31200,31200,pfizer
South Dakota,02/08/2021,5850,5850,pfizer
Tennessee,02/08/2021,41925,41925,pfizer
Texas,02/08/2021,165750,165750,pfizer
U.S. Virgin Islands,02/08/2021,975,975,pfizer
Utah,02/08/2021,17550,17550,pfizer
Vermont,02/08/2021,4875,4875,pfizer
Virginia,02/08/2021,52650,52650,pfizer
Washington,02/08/2021,46800,46800,pfizer
West Virginia,02/08/2021,11700,11700,pfizer
Wisconsin,02/08/2021,37050,37050,pfizer
Wyoming,02/08/2021,3900,3900,pfizer
Alabama,02/01/2021,30225,30225,pfizer
Alaska,02/01/2021,27300,27300,pfizer
American Samoa,02/01/2021,7800,0,pfizer
Arizona,02/01/2021,42900,42900,pfizer
Arkansas,02/01/2021,18525,18525,pfizer
California,02/01/2021,240825,240825,pfizer
Chicago,02/01/2021,17550,17550,pfizer
Colorado,02/01/2021,34125,34125,pfizer
Connecticut,02/01/2021,23400,23400,pfizer
Delaware,02/01/2021,6825,6825,pfizer
District of Columbia,02/01/2021,4875,4875,pfizer
Federal Entities,02/01/2021,119925,104325,pfizer
Florida,02/01/2021,131625,131625,pfizer
Georgia,02/01/2021,62400,62400,pfizer
Guam,02/01/2021,7800,0,pfizer
Hawaii,02/01/2021,9750,9750,pfizer
Idaho,02/01/2021,10725,10725,pfizer
Illinois,02/01/2021,62400,62400,pfizer
Indiana,02/01/2021,40950,40950,pfizer
Iowa,02/01/2021,19500,19500,pfizer
Kansas,02/01/2021,17550,17550,pfizer
Kentucky,02/01/2021,28275,28275,pfizer
Louisiana,02/01/2021,29250,29250,pfizer
Maine,02/01/2021,8775,8775,pfizer
Mariana Islands,02/01/2021,7800,0,pfizer
Marshall Islands,02/01/2021,0,0,pfizer
Maryland,02/01/2021,38025,38025,pfizer
Massachusetts,02/01/2021,43875,43875,pfizer
Michigan,02/01/2021,62400,62400,pfizer
Micronesia,02/01/2021,0,0,pfizer
Minnesota,02/01/2021,34125,34125,pfizer
Mississippi,02/01/2021,18525,18525,pfizer
Missouri,02/01/2021,38025,38025,pfizer
Montana,02/01/2021,6825,6825,pfizer
Nebraska,02/01/2021,11700,11700,pfizer
Nevada,02/01/2021,18525,18525,pfizer
New Hampshire,02/01/2021,8775,8775,pfizer
New Jersey,02/01/2021,55575,55575,pfizer
New Mexico,02/01/2021,13650,13650,pfizer
New York,02/01/2021,70200,70200,pfizer
New York City,02/01/2021,53625,53625,pfizer
North Carolina,02/01/2021,63375,63375,pfizer
North Dakota,02/01/2021,4875,4875,pfizer
Ohio,02/01/2021,72150,72150,pfizer
Oklahoma,02/01/2021,24375,24375,pfizer
Oregon,02/01/2021,26325,26325,pfizer
Palau,02/01/2021,0,0,pfizer
Pennsylvania,02/01/2021,71175,71175,pfizer
Philadelphia,02/01/2021,10725,10725,pfizer
Puerto Rico,02/01/2021,22425,22425,pfizer
Rhode Island,02/01/2021,6825,6825,pfizer
South Carolina,02/01/2021,31200,31200,pfizer
South Dakota,02/01/2021,5850,5850,pfizer
Tennessee,02/01/2021,41925,41925,pfizer
Texas,02/01/2021,164775,164775,pfizer
U.S. Virgin Islands,02/01/2021,975,975,pfizer
Utah,02/01/2021,17550,17550,pfizer
Vermont,02/01/2021,4875,4875,pfizer
Virginia,02/01/2021,52650,52650,pfizer
Washington,02/01/2021,45825,45825,pfizer
West Virginia,02/01/2021,11700,11700,pfizer
Wisconsin,02/01/2021,36075,36075,pfizer
Wyoming,02/01/2021,3900,3900,pfizer
Alabama,01/25/2021,30225,30225,pfizer
Alaska,01/25/2021,0,0,pfizer
American Samoa,01/25/2021,0,0,pfizer
Arizona,01/25/2021,42900,42900,pfizer
Arkansas,01/25/2021,18525,18525,pfizer
California,01/25/2021,241800,241800,pfizer
Chicago,01/25/2021,17550,17550,pfizer
Colorado,01/25/2021,35100,35100,pfizer
Connecticut,01/25/2021,23400,23400,pfizer
Delaware,01/25/2021,6825,6825,pfizer
District of Columbia,01/25/2021,4875,4875,pfizer
Federal Entities,01/25/2021,105300,105300,pfizer
Florida,01/25/2021,132600,132600,pfizer
Georgia,01/25/2021,63375,63375,pfizer
Guam,01/25/2021,0,0,pfizer
Hawaii,01/25/2021,9750,9750,pfizer
Idaho,01/25/2021,10725,10725,pfizer
Illinois,01/25/2021,63375,63375,pfizer
Indiana,01/25/2021,40950,40950,pfizer
Iowa,01/25/2021,19500,19500,pfizer
Kansas,01/25/2021,18525,18525,pfizer
Kentucky,01/25/2021,28275,28275,pfizer
Louisiana,01/25/2021,29250,29250,pfizer
Maine,01/25/2021,8775,8775,pfizer
Mariana Islands,01/25/2021,0,0,pfizer
Marshall Islands,01/25/2021,0,0,pfizer
Maryland,01/25/2021,38025,38025,pfizer
Massachusetts,01/25/2021,43875,43875,pfizer
Michigan,01/25/2021,62400,62400,pfizer
Micronesia,01/25/2021,0,0,pfizer
Minnesota,01/25/2021,34125,34125,pfizer
Mississippi,01/25/2021,18525,18525,pfizer
Missouri,01/25/2021,38025,38025,pfizer
Montana,01/25/2021,6825,6825,pfizer
Nebraska,01/25/2021,11700,11700,pfizer
Nevada,01/25/2021,18525,18525,pfizer
New Hampshire,01/25/2021,8775,8775,pfizer
New Jersey,01/25/2021,55575,55575,pfizer
New Mexico,01/25/2021,13650,13650,pfizer
New York,01/25/2021,71175,71175,pfizer
New York City,01/25/2021,53625,53625,pfizer
North Carolina,01/25/2021,63375,63375,pfizer
North Dakota,01/25/2021,4875,4875,pfizer
Ohio,01/25/2021,73125,73125,pfizer
Oklahoma,01/25/2021,24375,24375,pfizer
Oregon,01/25/2021,26325,26325,pfizer
Palau,01/25/2021,0,0,pfizer
Pennsylvania,01/25/2021,71175,71175,pfizer
Philadelphia,01/25/2021,10725,10725,pfizer
Puerto Rico,01/25/2021,22425,22425,pfizer
Rhode Island,01/25/2021,6825,6825,pfizer
South Carolina,01/25/2021,31200,31200,pfizer
South Dakota,01/25/2021,5850,5850,pfizer
Tennessee,01/25/2021,41925,41925,pfizer
Texas,01/25/2021,165750,165750,pfizer
U.S. Virgin Islands,01/25/2021,975,975,pfizer
Utah,01/25/2021,17550,17550,pfizer
Vermont,01/25/2021,4875,4875,pfizer
Virginia,01/25/2021,52650,52650,pfizer
Washington,01/25/2021,46800,46800,pfizer
West Virginia,01/25/2021,11700,11700,pfizer
Wisconsin,01/25/2021,37050,37050,pfizer
Wyoming,01/25/2021,3900,3900,pfizer
Alabama,01/18/2021,30225,30225,pfizer
Alaska,01/18/2021,0,0,pfizer
American Samoa,01/18/2021,0,0,pfizer
Arizona,01/18/2021,42900,42900,pfizer
Arkansas,01/18/2021,18525,18525,pfizer
California,01/18/2021,241800,241800,pfizer
Chicago,01/18/2021,17550,17550,pfizer
Colorado,01/18/2021,35100,35100,pfizer
Connecticut,01/18/2021,23400,23400,pfizer
Delaware,01/18/2021,6825,6825,pfizer
District of Columbia,01/18/2021,4875,4875,pfizer
Federal Entities,01/18/2021,105300,105300,pfizer
Florida,01/18/2021,132600,132600,pfizer
Georgia,01/18/2021,63375,63375,pfizer
Guam,01/18/2021,0,0,pfizer
Hawaii,01/18/2021,9750,9750,pfizer
Idaho,01/18/2021,10725,10725,pfizer
Illinois,01/18/2021,63375,63375,pfizer
Indiana,01/18/2021,40950,40950,pfizer
Iowa,01/18/2021,19500,19500,pfizer
Kansas,01/18/2021,18525,18525,pfizer
Kentucky,01/18/2021,28275,28275,pfizer
Louisiana,01/18/2021,29250,29250,pfizer
Maine,01/18/2021,8775,8775,pfizer
Mariana Islands,01/18/2021,0,0,pfizer
Marshall Islands,01/18/2021,0,0,pfizer
Maryland,01/18/2021,38025,38025,pfizer
Massachusetts,01/18/2021,43875,43875,pfizer
Michigan,01/18/2021,62400,62400,pfizer
Micronesia,01/18/2021,0,0,pfizer
Minnesota,01/18/2021,34125,34125,pfizer
Mississippi,01/18/2021,18525,18525,pfizer
Missouri,01/18/2021,38025,38025,pfizer
Montana,01/18/2021,6825,6825,pfizer
Nebraska,01/18/2021,11700,11700,pfizer
Nevada,01/18/2021,18525,18525,pfizer
New Hampshire,01/18/2021,8775,8775,pfizer
New Jersey,01/18/2021,55575,55575,pfizer
New Mexico,01/18/2021,13650,13650,pfizer
New York,01/18/2021,71175,71175,pfizer
New York City,01/18/2021,53625,53625,pfizer
North Carolina,01/18/2021,63375,63375,pfizer
North Dakota,01/18/2021,4875,4875,pfizer
Ohio,01/18/2021,73125,73125,pfizer
Oklahoma,01/18/2021,24375,24375,pfizer
Oregon,01/18/2021,26325,26325,pfizer
Palau,01/18/2021,0,0,pfizer
Pennsylvania,01/18/2021,71175,71175,pfizer
Philadelphia,01/18/2021,10725,10725,pfizer
Puerto Rico,01/18/2021,22425,22425,pfizer
Rhode Island,01/18/2021,6825,6825,pfizer
South Carolina,01/18/2021,31200,31200,pfizer
South Dakota,01/18/2021,5850,5850,pfizer
Tennessee,01/18/2021,41925,41925,pfizer
Texas,01/18/2021,165750,165750,pfizer
U.S. Virgin Islands,01/18/2021,975,975,pfizer
Utah,01/18/2021,17550,17550,pfizer
Vermont,01/18/2021,4875,4875,pfizer
Virginia,01/18/2021,52650,52650,pfizer
Washington,01/18/2021,46800,46800,pfizer
West Virginia,01/18/2021,11700,11700,pfizer
Wisconsin,01/18/2021,37050,37050,pfizer
Wyoming,01/18/2021,3900,3900,pfizer
Alabama,01/11/2021,29250,29250,pfizer
Alaska,01/11/2021,0,0,pfizer
American Samoa,01/11/2021,0,0,pfizer
Arizona,01/11/2021,41925,41925,pfizer
Arkansas,01/11/2021,18525,18525,pfizer
California,01/11/2021,233025,233025,pfizer
Chicago,01/11/2021,16575,16575,pfizer
Colorado,01/11/2021,33150,33150,pfizer
Connecticut,01/11/2021,22425,22425,pfizer
Delaware,01/11/2021,5850,5850,pfizer
District of Columbia,01/11/2021,4875,4875,pfizer
Federal Entities,01/11/2021,102375,102375,pfizer
Florida,01/11/2021,127725,127725,pfizer
Georgia,01/11/2021,60450,60450,pfizer
Guam,01/11/2021,0,0,pfizer
Hawaii,01/11/2021,8775,8775,pfizer
Idaho,01/11/2021,9750,9750,pfizer
Illinois,01/11/2021,60450,60450,pfizer
Indiana,01/11/2021,39975,39975,pfizer
Iowa,01/11/2021,19500,19500,pfizer
Kansas,01/11/2021,17550,17550,pfizer
Kentucky,01/11/2021,27300,27300,pfizer
Louisiana,01/11/2021,28275,28275,pfizer
Maine,01/11/2021,8775,8775,pfizer
Mariana Islands,01/11/2021,0,0,pfizer
Marshall Islands,01/11/2021,0,0,pfizer
Maryland,01/11/2021,36075,36075,pfizer
Massachusetts,01/11/2021,42900,42900,pfizer
Michigan,01/11/2021,60450,60450,pfizer
Micronesia,01/11/2021,0,0,pfizer
Minnesota,01/11/2021,33150,33150,pfizer
Mississippi,01/11/2021,17550,17550,pfizer
Missouri,01/11/2021,37050,37050,pfizer
Montana,01/11/2021,6825,6825,pfizer
Nebraska,01/11/2021,11700,11700,pfizer
Nevada,01/11/2021,17550,17550,pfizer
New Hampshire,01/11/2021,8775,8775,pfizer
New Jersey,01/11/2021,53625,53625,pfizer
New Mexico,01/11/2021,12675,12675,pfizer
New York,01/11/2021,68250,68250,pfizer
New York City,01/11/2021,51675,51675,pfizer
North Carolina,01/11/2021,61425,61425,pfizer
North Dakota,01/11/2021,4875,4875,pfizer
Ohio,01/11/2021,70200,70200,pfizer
Oklahoma,01/11/2021,23400,23400,pfizer
Oregon,01/11/2021,25350,25350,pfizer
Palau,01/11/2021,0,0,pfizer
Pennsylvania,01/11/2021,69225,69225,pfizer
Philadelphia,01/11/2021,9750,9750,pfizer
Puerto Rico,01/11/2021,21450,21450,pfizer
Rhode Island,01/11/2021,6825,6825,pfizer
South Carolina,01/11/2021,30225,30225,pfizer
South Dakota,01/11/2021,5850,5850,pfizer
Tennessee,01/11/2021,39975,39975,pfizer
Texas,01/11/2021,159900,159900,pfizer
U.S. Virgin Islands,01/11/2021,975,975,pfizer
Utah,01/11/2021,16575,16575,pfizer
Vermont,01/11/2021,4875,4875,pfizer
Virginia,01/11/2021,50700,50700,pfizer
Washington,01/11/2021,57525,57525,pfizer
West Virginia,01/11/2021,11700,11700,pfizer
Wisconsin,01/11/2021,35100,35100,pfizer
Wyoming,01/11/2021,3900,3900,pfizer
Alabama,01/04/2021,29250,29250,pfizer
Alaska,01/04/2021,27300,27300,pfizer
American Samoa,01/04/2021,7800,0,pfizer
Arizona,01/04/2021,41925,41925,pfizer
Arkansas,01/04/2021,18525,18525,pfizer
California,01/04/2021,232050,232050,pfizer
Chicago,01/04/2021,16575,16575,pfizer
Colorado,01/04/2021,33150,33150,pfizer
Connecticut,01/04/2021,22425,22425,pfizer
Delaware,01/04/2021,5850,5850,pfizer
District of Columbia,01/04/2021,4875,4875,pfizer
Federal Entities,01/04/2021,117000,101400,pfizer
Florida,01/04/2021,126750,126750,pfizer
Georgia,01/04/2021,60450,60450,pfizer
Guam,01/04/2021,7800,0,pfizer
Hawaii,01/04/2021,8775,8775,pfizer
Idaho,01/04/2021,9750,9750,pfizer
Illinois,01/04/2021,60450,60450,pfizer
Indiana,01/04/2021,39000,39000,pfizer
Iowa,01/04/2021,18525,18525,pfizer
Kansas,01/04/2021,17550,17550,pfizer
Kentucky,01/04/2021,27300,27300,pfizer
Louisiana,01/04/2021,28275,28275,pfizer
Maine,01/04/2021,8775,8775,pfizer
Mariana Islands,01/04/2021,7800,0,pfizer
Marshall Islands,01/04/2021,0,0,pfizer
Maryland,01/04/2021,36075,36075,pfizer
Massachusetts,01/04/2021,42900,42900,pfizer
Michigan,01/04/2021,60450,60450,pfizer
Micronesia,01/04/2021,0,0,pfizer
Minnesota,01/04/2021,33150,33150,pfizer
Mississippi,01/04/2021,17550,17550,pfizer
Missouri,01/04/2021,37050,37050,pfizer
Montana,01/04/2021,6825,6825,pfizer
Nebraska,01/04/2021,11700,11700,pfizer
Nevada,01/04/2021,17550,17550,pfizer
New Hampshire,01/04/2021,8775,8775,pfizer
New Jersey,01/04/2021,53625,53625,pfizer
New Mexico,01/04/2021,12675,12675,pfizer
New York,01/04/2021,68250,68250,pfizer
New York City,01/04/2021,51675,51675,pfizer
North Carolina,01/04/2021,61425,61425,pfizer
North Dakota,01/04/2021,4875,4875,pfizer
Ohio,01/04/2021,70200,70200,pfizer
Oklahoma,01/04/2021,23400,23400,pfizer
Oregon,01/04/2021,25350,25350,pfizer
Palau,01/04/2021,0,0,pfizer
Pennsylvania,01/04/2021,69225,69225,pfizer
Philadelphia,01/04/2021,9750,9750,pfizer
Puerto Rico,01/04/2021,21450,21450,pfizer
Rhode Island,01/04/2021,6825,6825,pfizer
South Carolina,01/04/2021,30225,30225,pfizer
South Dakota,01/04/2021,5850,5850,pfizer
Tennessee,01/04/2021,39975,39975,pfizer
Texas,01/04/2021,158925,158925,pfizer
U.S. Virgin Islands,01/04/2021,975,975,pfizer
Utah,01/04/2021,16575,16575,pfizer
Vermont,01/04/2021,3900,3900,pfizer
Virginia,01/04/2021,50700,50700,pfizer
Washington,01/04/2021,44850,44850,pfizer
West Virginia,01/04/2021,11700,11700,pfizer
Wisconsin,01/04/2021,35100,35100,pfizer
Wyoming,01/04/2021,3900,3900,pfizer
Alabama,12/28/2020,38025,38025,pfizer
Alaska,12/28/2020,0,0,pfizer
American Samoa,12/28/2020,0,0,pfizer
Arizona,12/28/2020,53625,53625,pfizer
Arkansas,12/28/2020,23400,23400,pfizer
California,12/28/2020,297375,297375,pfizer
Chicago,12/28/2020,21450,21450,pfizer
Colorado,12/28/2020,42900,42900,pfizer
Connecticut,12/28/2020,28275,28275,pfizer
Delaware,12/28/2020,7800,7800,pfizer
District of Columbia,12/28/2020,5850,5850,pfizer
Federal Entities,12/28/2020,128700,128700,pfizer
Florida,12/28/2020,162825,162825,pfizer
Georgia,12/28/2020,77025,77025,pfizer
Guam,12/28/2020,0,0,pfizer
Hawaii,12/28/2020,11700,11700,pfizer
Idaho,12/28/2020,12675,12675,pfizer
Illinois,12/28/2020,78000,78000,pfizer
Indiana,12/28/2020,50700,50700,pfizer
Iowa,12/28/2020,24375,24375,pfizer
Kansas,12/28/2020,22425,22425,pfizer
Kentucky,12/28/2020,34125,34125,pfizer
Louisiana,12/28/2020,36075,36075,pfizer
Maine,12/28/2020,10725,10725,pfizer
Mariana Islands,12/28/2020,0,0,pfizer
Marshall Islands,12/28/2020,0,0,pfizer
Maryland,12/28/2020,46800,46800,pfizer
Massachusetts,12/28/2020,54600,54600,pfizer
Michigan,12/28/2020,77025,77025,pfizer
Micronesia,12/28/2020,0,0,pfizer
Minnesota,12/28/2020,42900,42900,pfizer
Mississippi,12/28/2020,22425,22425,pfizer
Missouri,12/28/2020,46800,46800,pfizer
Montana,12/28/2020,8775,8775,pfizer
Nebraska,12/28/2020,14625,14625,pfizer
Nevada,12/28/2020,22425,22425,pfizer
New Hampshire,12/28/2020,10725,10725,pfizer
New Jersey,12/28/2020,68250,68250,pfizer
New Mexico,12/28/2020,16575,16575,pfizer
New York,12/28/2020,87750,87750,pfizer
New York City,12/28/2020,66300,66300,pfizer
North Carolina,12/28/2020,78000,78000,pfizer
North Dakota,12/28/2020,5850,5850,pfizer
Ohio,12/28/2020,89700,89700,pfizer
Oklahoma,12/28/2020,29250,29250,pfizer
Oregon,12/28/2020,32175,32175,pfizer
Palau,12/28/2020,0,0,pfizer
Pennsylvania,12/28/2020,88725,88725,pfizer
Philadelphia,12/28/2020,12675,12675,pfizer
Puerto Rico,12/28/2020,27300,27300,pfizer
Rhode Island,12/28/2020,8775,8775,pfizer
South Carolina,12/28/2020,39000,39000,pfizer
South Dakota,12/28/2020,6825,6825,pfizer
Tennessee,12/28/2020,51675,51675,pfizer
Texas,12/28/2020,203775,203775,pfizer
U.S. Virgin Islands,12/28/2020,975,975,pfizer
Utah,12/28/2020,21450,21450,pfizer
Vermont,12/28/2020,5850,5850,pfizer
Virginia,12/28/2020,65325,65325,pfizer
Washington,12/28/2020,57525,57525,pfizer
West Virginia,12/28/2020,14625,14625,pfizer
Wisconsin,12/28/2020,44850,44850,pfizer
Wyoming,12/28/2020,4875,4875,pfizer
Alabama,12/21/2020,29250,29250,pfizer
Alaska,12/21/2020,0,0,pfizer
American Samoa,12/21/2020,0,0,pfizer
Arizona,12/21/2020,41925,41925,pfizer
Arkansas,12/21/2020,18525,18525,pfizer
California,12/21/2020,233025,233025,pfizer
Chicago,12/21/2020,16575,16575,pfizer
Colorado,12/21/2020,33150,33150,pfizer
Connecticut,12/21/2020,22425,22425,pfizer
Delaware,12/21/2020,5850,5850,pfizer
District of Columbia,12/21/2020,4875,4875,pfizer
Federal Entities,12/21/2020,102375,102375,pfizer
Florida,12/21/2020,127725,127725,pfizer
Georgia,12/21/2020,60450,60450,pfizer
Guam,12/21/2020,0,0,pfizer
Hawaii,12/21/2020,8775,8775,pfizer
Idaho,12/21/2020,9750,9750,pfizer
Illinois,12/21/2020,60450,60450,pfizer
Indiana,12/21/2020,39975,39975,pfizer
Iowa,12/21/2020,19500,19500,pfizer
Kansas,12/21/2020,17550,17550,pfizer
Kentucky,12/21/2020,27300,27300,pfizer
Louisiana,12/21/2020,28275,28275,pfizer
Maine,12/21/2020,8775,8775,pfizer
Mariana Islands,12/21/2020,0,0,pfizer
Marshall Islands,12/21/2020,0,0,pfizer
Maryland,12/21/2020,36075,36075,pfizer
Massachusetts,12/21/2020,42900,42900,pfizer
Michigan,12/21/2020,60450,60450,pfizer
Micronesia,12/21/2020,0,0,pfizer
Minnesota,12/21/2020,33150,33150,pfizer
Mississippi,12/21/2020,17550,17550,pfizer
Missouri,12/21/2020,37050,37050,pfizer
Montana,12/21/2020,6825,6825,pfizer
Nebraska,12/21/2020,11700,11700,pfizer
Nevada,12/21/2020,17550,17550,pfizer
New Hampshire,12/21/2020,8775,8775,pfizer
New Jersey,12/21/2020,53625,53625,pfizer
New Mexico,12/21/2020,12675,12675,pfizer
New York,12/21/2020,68250,68250,pfizer
New York City,12/21/2020,51675,51675,pfizer
North Carolina,12/21/2020,61425,61425,pfizer
North Dakota,12/21/2020,4875,4875,pfizer
Ohio,12/21/2020,70200,70200,pfizer
Oklahoma,12/21/2020,23400,23400,pfizer
Oregon,12/21/2020,25350,25350,pfizer
Palau,12/21/2020,0,0,pfizer
Pennsylvania,12/21/2020,69225,69225,pfizer
Philadelphia,12/21/2020,9750,9750,pfizer
Puerto Rico,12/21/2020,21450,21450,pfizer
Rhode Island,12/21/2020,6825,6825,pfizer
South Carolina,12/21/2020,30225,30225,pfizer
South Dakota,12/21/2020,5850,5850,pfizer
Tennessee,12/21/2020,39975,39975,pfizer
Texas,12/21/2020,159900,159900,pfizer
U.S. Virgin Islands,12/21/2020,975,975,pfizer
Utah,12/21/2020,16575,16575,pfizer
Vermont,12/21/2020,4875,4875,pfizer
Virginia,12/21/2020,50700,50700,pfizer
Washington,12/21/2020,44850,44850,pfizer
West Virginia,12/21/2020,11700,11700,pfizer
Wisconsin,12/21/2020,35100,35100,pfizer
Wyoming,12/21/2020,3900,3900,pfizer
Alabama,12/14/2020,40950,40950,pfizer
Alaska,12/14/2020,35100,35100,pfizer
American Samoa,12/14/2020,5850,0,pfizer
Arizona,12/14/2020,58500,58500,pfizer
Arkansas,12/14/2020,25350,25350,pfizer
California,12/14/2020,327600,327600,pfizer
Chicago,12/14/2020,23400,23400,pfizer
Colorado,12/14/2020,46800,46800,pfizer
Connecticut,12/14/2020,31200,31200,pfizer
Delaware,12/14/2020,8775,8775,pfizer
District of Columbia,12/14/2020,6825,6825,pfizer
Federal Entities,12/14/2020,156000,142350,pfizer
Florida,12/14/2020,179400,179400,pfizer
Georgia,12/14/2020,84825,84825,pfizer
Guam,12/14/2020,11700,0,pfizer
Hawaii,12/14/2020,12675,12675,pfizer
Idaho,12/14/2020,13650,13650,pfizer
Illinois,12/14/2020,85800,85800,pfizer
Indiana,12/14/2020,55575,55575,pfizer
Iowa,12/14/2020,26325,26325,pfizer
Kansas,12/14/2020,24375,24375,pfizer
Kentucky,12/14/2020,38025,38025,pfizer
Louisiana,12/14/2020,39000,39000,pfizer
Maine,12/14/2020,12675,12675,pfizer
Mariana Islands,12/14/2020,5850,0,pfizer
Marshall Islands,12/14/2020,0,0,pfizer
Maryland,12/14/2020,50700,50700,pfizer
Massachusetts,12/14/2020,59475,59475,pfizer
Michigan,12/14/2020,84825,84825,pfizer
Micronesia,12/14/2020,0,0,pfizer
Minnesota,12/14/2020,46800,46800,pfizer
Mississippi,12/14/2020,25350,25350,pfizer
Missouri,12/14/2020,51675,51675,pfizer
Montana,12/14/2020,9750,9750,pfizer
Nebraska,12/14/2020,16575,16575,pfizer
Nevada,12/14/2020,25350,25350,pfizer
New Hampshire,12/14/2020,12675,12675,pfizer
New Jersey,12/14/2020,76050,76050,pfizer
New Mexico,12/14/2020,17550,17550,pfizer
New York,12/14/2020,96525,96525,pfizer
New York City,12/14/2020,73125,73125,pfizer
North Carolina,12/14/2020,85800,85800,pfizer
North Dakota,12/14/2020,6825,6825,pfizer
Ohio,12/14/2020,98475,98475,pfizer
Oklahoma,12/14/2020,33150,33150,pfizer
Oregon,12/14/2020,35100,35100,pfizer
Palau,12/14/2020,0,0,pfizer
Pennsylvania,12/14/2020,97500,97500,pfizer
Philadelphia,12/14/2020,13650,13650,pfizer
Puerto Rico,12/14/2020,30225,30225,pfizer
Rhode Island,12/14/2020,9750,9750,pfizer
South Carolina,12/14/2020,42900,42900,pfizer
South Dakota,12/14/2020,7800,7800,pfizer
Tennessee,12/14/2020,56550,56550,pfizer
Texas,12/14/2020,224250,224250,pfizer
U.S. Virgin Islands,12/14/2020,975,975,pfizer
Utah,12/14/2020,23400,23400,pfizer
Vermont,12/14/2020,5850,5850,pfizer
Virginia,12/14/2020,72150,72150,pfizer
Washington,12/14/2020,62400,62400,pfizer
West Virginia,12/14/2020,16575,16575,pfizer
Wisconsin,12/14/2020,49725,49725,pfizer
Wyoming,12/14/2020,4875,4875,pfizer
